run_id,ts,path,sf,dim_scenario,tier,query_id,run_type,iter,latency_ms,status,rows,result_hash,hash_match,pushdown,pg_main_cpu_s,pg_main_pgduck_cpu_s,pg_main_peak_mem_mb,engine_cpu_s,engine_peak_mem_mb,s3_bytes_read,s3_requests,resource_mode,versions_json,error
98a89fdd,2026-09-25T10:50:04,B2,10,D1,L3,q03,warm,4,310.2,ok,10,d10087d41590d7f2abc43049e1439e2f,yes,,,,,0.903,649,27099,9,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:04,B2,10,D1,L3,q03,warm,5,266.4,ok,10,d10087d41590d7f2abc43049e1439e2f,yes,,,,,0.755,649,27099,9,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:04,B2,10,D1,L3,q03,explain,,,ok,,,,full,,,,,,,,per-node,,
98a89fdd,2026-09-25T10:50:06,B2,10,D1,L3,q05,warmup,0,1203.1,ok,5,0424f495823a23ad6284780e97379394,yes,,,,,2.104,892,761136928,1737,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:06,B2,10,D1,L3,q05,warm,1,497.7,ok,5,0424f495823a23ad6284780e97379394,yes,,,,,1.398,1058,46359,18,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:07,B2,10,D1,L3,q05,warm,2,474.8,ok,5,0424f495823a23ad6284780e97379394,yes,,,,,1.289,1054,46359,18,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:07,B2,10,D1,L3,q05,warm,3,499.2,ok,5,0424f495823a23ad6284780e97379394,yes,,,,,1.415,1024,46359,18,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:08,B2,10,D1,L3,q05,warm,4,464.0,ok,5,0424f495823a23ad6284780e97379394,yes,,,,,1.265,1021,46359,18,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:08,B2,10,D1,L3,q05,warm,5,486.8,ok,5,0424f495823a23ad6284780e97379394,yes,,,,,1.373,1008,46359,18,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:08,B2,10,D1,L3,q05,explain,,,ok,,,,full,,,,,,,,per-node,,
98a89fdd,2026-09-25T10:50:11,B2,10,D1,L4,q18,warmup,0,2200.5,ok,100,16bad3d106fea024e529619b17fef319,yes,,,,,6.099,2252,457581424,1822,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:12,B2,10,D1,L4,q18,warm,1,1115.1,ok,100,16bad3d106fea024e529619b17fef319,yes,,,,,4.106,1591,27099,9,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:13,B2,10,D1,L4,q18,warm,2,1093.6,ok,100,16bad3d106fea024e529619b17fef319,yes,,,,,4.031,1564,27099,9,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:14,B2,10,D1,L4,q18,warm,3,1123.1,ok,100,16bad3d106fea024e529619b17fef319,yes,,,,,4.035,1426,27099,9,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:15,B2,10,D1,L4,q18,warm,4,1081.8,ok,100,16bad3d106fea024e529619b17fef319,yes,,,,,4.005,1747,27099,9,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:16,B2,10,D1,L4,q18,warm,5,1087.2,ok,100,16bad3d106fea024e529619b17fef319,yes,,,,,4.003,1721,27099,9,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:16,B2,10,D1,L4,q18,explain,,,ok,,,,full,,,,,,,,per-node,,
98a89fdd,2026-09-25T10:50:17,B2,10,D1,L5,c5,warmup,0,238.9,ok,13,2df226e9ca353f2fa0c8d1343bb0267b,yes,,,,,0.985,1027,7266459,47,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:17,B2,10,D1,L5,c5,warm,1,190.3,ok,13,2df226e9ca353f2fa0c8d1343bb0267b,yes,,,,,0.717,299,5475,3,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:17,B2,10,D1,L5,c5,warm,2,231.9,ok,13,2df226e9ca353f2fa0c8d1343bb0267b,yes,,,,,0.842,303,5475,3,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:17,B2,10,D1,L5,c5,warm,3,200.2,ok,13,2df226e9ca353f2fa0c8d1343bb0267b,yes,,,,,0.731,306,5475,3,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:17,B2,10,D1,L5,c5,warm,4,198.9,ok,13,2df226e9ca353f2fa0c8d1343bb0267b,yes,,,,,0.724,306,5475,3,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:18,B2,10,D1,L5,c5,warm,5,206.1,ok,13,2df226e9ca353f2fa0c8d1343bb0267b,yes,,,,,0.752,306,5475,3,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:18,B2,10,D1,L5,c5,explain,,,ok,,,,full,,,,,,,,per-node,,
98a89fdd,2026-09-25T10:50:18,B2,10,D1,L5,c6,warmup,0,248.5,ok,1,a7855601849196043e15a2e5b2475b27,yes,,,,,0.337,257,59400688,311,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:18,B2,10,D1,L5,c6,warm,1,90.7,ok,1,a7855601849196043e15a2e5b2475b27,yes,,,,,0.138,378,22167,6,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:18,B2,10,D1,L5,c6,warm,2,87.1,ok,1,a7855601849196043e15a2e5b2475b27,yes,,,,,0.14,379,22167,6,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:18,B2,10,D1,L5,c6,warm,3,81.1,ok,1,a7855601849196043e15a2e5b2475b27,yes,,,,,0.13,379,22167,6,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:18,B2,10,D1,L5,c6,warm,4,82.1,ok,1,a7855601849196043e15a2e5b2475b27,yes,,,,,0.134,379,22167,6,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:18,B2,10,D1,L5,c6,warm,5,82.5,ok,1,a7855601849196043e15a2e5b2475b27,yes,,,,,0.131,366,22167,6,per-node,"{""pg_duckdb_main"":""1.2.0"",""pg_duckdb_main_duckdb"":""v1.5.4""}",
98a89fdd,2026-09-25T10:50:19,B2,10,D1,L5,c6,explain,,,ok,,,,full,,,,,,,,per-node,,
98a89fdd,2026-09-25T10:50:26,C,10,D1,L1,q01,warmup,0,1313.3,ok,4,4666818bed4e74d6b6aac274a0444bc6,yes,,0.023,0.0,101,4.243,1354,99399,95,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:28,C,10,D1,L1,q01,warm,1,1031.3,ok,4,4666818bed4e74d6b6aac274a0444bc6,yes,,0.015,0.0,105,4.157,1424,16692,77,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:29,C,10,D1,L1,q01,warm,2,841.9,ok,4,4666818bed4e74d6b6aac274a0444bc6,yes,,0.025,0.0,102,3.317,1540,16692,77,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:29,C,10,D1,L1,q01,warm,3,797.3,ok,4,4666818bed4e74d6b6aac274a0444bc6,yes,,0.015,0.0,99,3.097,1278,16692,77,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:30,C,10,D1,L1,q01,warm,4,746.1,ok,4,4666818bed4e74d6b6aac274a0444bc6,yes,,0.011,0.0,105,2.976,1508,16692,77,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:31,C,10,D1,L1,q01,warm,5,733.1,ok,4,4666818bed4e74d6b6aac274a0444bc6,yes,,0.024,0.0,103,2.922,1587,16692,77,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:31,C,10,D1,L1,q01,explain,,,ok,,,,full,,,,,,,,per-node,,
98a89fdd,2026-09-25T10:50:31,C,10,D1,L1,q06,warmup,0,124.0,ok,1,6c1f4735578e5fad829c380f90ee6e07,yes,,0.014,0.0,103,0.321,1566,16692,16,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:31,C,10,D1,L1,q06,warm,1,116.4,ok,1,6c1f4735578e5fad829c380f90ee6e07,yes,,0.011,0.0,102,0.289,1614,16692,16,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:32,C,10,D1,L1,q06,warm,2,106.7,ok,1,6c1f4735578e5fad829c380f90ee6e07,yes,,0.011,0.0,102,0.28,1650,16692,16,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:32,C,10,D1,L1,q06,warm,3,146.7,ok,1,6c1f4735578e5fad829c380f90ee6e07,yes,,0.011,0.0,102,0.387,1608,16692,16,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:32,C,10,D1,L1,q06,warm,4,114.0,ok,1,6c1f4735578e5fad829c380f90ee6e07,yes,,0.01,0.0,102,0.295,1639,16692,16,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:32,C,10,D1,L1,q06,warm,5,116.8,ok,1,6c1f4735578e5fad829c380f90ee6e07,yes,,0.011,0.0,102,0.297,1596,16692,16,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:32,C,10,D1,L1,q06,explain,,,ok,,,,full,,,,,,,,per-node,,
98a89fdd,2026-09-25T10:50:32,C,10,D1,L1,c1,warmup,0,31.6,ok,3,1128543b1bfc510a9ad63bb1a456b415,yes,,0.011,0.0,99,0.03,1620,16692,7,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:32,C,10,D1,L1,c1,warm,1,28.6,ok,3,1128543b1bfc510a9ad63bb1a456b415,yes,,0.012,0.0,102,0.028,1620,16692,7,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:32,C,10,D1,L1,c1,warm,2,29.6,ok,3,1128543b1bfc510a9ad63bb1a456b415,yes,,0.01,0.0,102,0.034,1620,16692,7,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:33,C,10,D1,L1,c1,warm,3,31.0,ok,3,1128543b1bfc510a9ad63bb1a456b415,yes,,0.01,0.0,103,0.032,1587,16692,7,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:33,C,10,D1,L1,c1,warm,4,30.2,ok,3,1128543b1bfc510a9ad63bb1a456b415,yes,,0.01,0.0,102,0.027,1549,16692,7,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:33,C,10,D1,L1,c1,warm,5,44.5,ok,3,1128543b1bfc510a9ad63bb1a456b415,yes,,0.012,0.0,99,0.032,1549,16692,7,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:33,C,10,D1,L1,c1,explain,,,ok,,,,full,,,,,,,,per-node,,
98a89fdd,2026-09-25T10:50:33,C,10,D1,L2,c2,warmup,0,346.0,ok,100,ebad6c8c157e2dc7b33d37e20a730e1b,yes,,0.012,0.0,102,0.79,1549,25403,83,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:33,C,10,D1,L2,c2,warm,1,165.6,ok,100,ebad6c8c157e2dc7b33d37e20a730e1b,yes,,0.012,0.0,104,0.544,1801,5475,77,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:34,C,10,D1,L2,c2,warm,2,175.7,ok,100,ebad6c8c157e2dc7b33d37e20a730e1b,yes,,0.012,0.0,102,0.59,1829,5475,77,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:34,C,10,D1,L2,c2,warm,3,217.1,ok,100,ebad6c8c157e2dc7b33d37e20a730e1b,yes,,0.017,0.0,99,0.664,1910,5475,77,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:34,C,10,D1,L2,c2,warm,4,175.1,ok,100,ebad6c8c157e2dc7b33d37e20a730e1b,yes,,0.011,0.0,98,0.579,2117,5475,77,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:34,C,10,D1,L2,c2,warm,5,150.2,ok,100,ebad6c8c157e2dc7b33d37e20a730e1b,yes,,0.011,0.0,105,0.502,1609,5475,77,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:34,C,10,D1,L2,c2,explain,,,ok,,,,full,,,,,,,,per-node,,
98a89fdd,2026-09-25T10:50:38,C,10,D1,L3,q03,warmup,0,3180.3,ok,10,d10087d41590d7f2abc43049e1439e2f,yes,,0.034,0.0,103,6.866,2676,32391,90,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:41,C,10,D1,L3,q03,warm,1,2879.7,ok,10,d10087d41590d7f2abc43049e1439e2f,yes,,0.035,0.0,99,6.06,2939,18066,84,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:45,C,10,D1,L3,q03,warm,2,3943.4,ok,10,d10087d41590d7f2abc43049e1439e2f,yes,,0.029,0.0,104,7.245,2491,18066,84,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:49,C,10,D1,L3,q03,warm,3,3872.4,ok,10,d10087d41590d7f2abc43049e1439e2f,yes,,0.028,0.0,105,6.863,3212,18066,84,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:52,C,10,D1,L3,q03,warm,4,3794.8,ok,10,d10087d41590d7f2abc43049e1439e2f,yes,,0.045,0.0,109,7.032,3138,18066,84,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:56,C,10,D1,L3,q03,warm,5,3854.8,ok,10,d10087d41590d7f2abc43049e1439e2f,yes,,0.029,0.0,113,6.829,2869,18066,84,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:50:56,C,10,D1,L3,q03,explain,,,ok,,,,full,,,,,,,,per-node,,
98a89fdd,2026-09-25T10:51:06,C,10,D1,L3,q05,warmup,0,9077.9,ok,5,0424f495823a23ad6284780e97379394,yes,,0.073,0.0,113,16.938,3591,74467,125,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:51:07,C,10,D1,L3,q05,warm,1,1073.6,ok,5,0424f495823a23ad6284780e97379394,yes,,0.014,0.0,111,2.86,1343,30906,107,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:51:08,C,10,D1,L3,q05,warm,2,863.4,ok,5,0424f495823a23ad6284780e97379394,yes,,0.03,0.0,107,2.862,1744,30906,107,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:51:09,C,10,D1,L3,q05,warm,3,889.4,ok,5,0424f495823a23ad6284780e97379394,yes,,0.014,0.0,114,3.049,997,30906,107,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:51:10,C,10,D1,L3,q05,warm,4,784.1,ok,5,0424f495823a23ad6284780e97379394,yes,,0.014,0.0,114,2.55,1458,30906,107,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:51:10,C,10,D1,L3,q05,warm,5,719.0,ok,5,0424f495823a23ad6284780e97379394,yes,,0.024,0.0,113,2.476,921,30906,107,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:51:10,C,10,D1,L3,q05,explain,,,ok,,,,full,,,,,,,,per-node,,
98a89fdd,2026-09-25T10:51:33,C,10,D1,L4,q18,warmup,0,22120.8,ok,100,16bad3d106fea024e529619b17fef319,yes,,13.856,0.09,176,25.481,3378,34758,233,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:51:55,C,10,D1,L4,q18,warm,1,22239.7,ok,100,16bad3d106fea024e529619b17fef319,yes,,14.038,0.0,177,26.331,3348,34758,233,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:52:17,C,10,D1,L4,q18,warm,2,21768.0,ok,100,16bad3d106fea024e529619b17fef319,yes,,13.753,0.0,179,25.758,3985,34758,233,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:52:39,C,10,D1,L4,q18,warm,3,22280.0,ok,100,16bad3d106fea024e529619b17fef319,yes,,14.601,0.01,179,25.751,4044,34758,233,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:53:06,C,10,D1,L4,q18,warm,4,27162.6,ok,100,16bad3d106fea024e529619b17fef319,yes,,14.187,0.0,183,29.911,2818,34758,233,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:53:28,C,10,D1,L4,q18,warm,5,22081.9,ok,100,16bad3d106fea024e529619b17fef319,yes,,14.007,0.01,185,26.117,3053,34758,233,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:53:28,C,10,D1,L4,q18,explain,,,ok,,,,partial,,,,,,,,per-node,,
98a89fdd,2026-09-25T10:53:29,C,10,D1,L5,c5,warmup,0,726.6,ok,13,2df226e9ca353f2fa0c8d1343bb0267b,yes,,0.798,0.0,333,0.213,2096,5475,10,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:53:30,C,10,D1,L5,c5,warm,1,666.2,ok,13,2df226e9ca353f2fa0c8d1343bb0267b,yes,,0.647,0.0,336,0.158,731,5475,10,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:53:31,C,10,D1,L5,c5,warm,2,661.4,ok,13,2df226e9ca353f2fa0c8d1343bb0267b,yes,,0.642,0.0,333,0.443,859,5475,10,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:53:31,C,10,D1,L5,c5,warm,3,636.4,ok,13,2df226e9ca353f2fa0c8d1343bb0267b,yes,,0.618,0.0,338,0.099,869,5475,10,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:53:32,C,10,D1,L5,c5,warm,4,608.6,ok,13,2df226e9ca353f2fa0c8d1343bb0267b,yes,,0.612,0.0,339,0.09,878,5475,10,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:53:33,C,10,D1,L5,c5,warm,5,596.1,ok,13,2df226e9ca353f2fa0c8d1343bb0267b,yes,,0.582,0.0,333,0.102,881,5475,10,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:53:33,C,10,D1,L5,c5,explain,,,ok,,,,partial,,,,,,,,per-node,,
98a89fdd,2026-09-25T10:53:33,C,10,D1,L5,c6,warmup,0,228.5,ok,1,a7855601849196043e15a2e5b2475b27,yes,,0.015,0.0,337,0.477,881,22167,154,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
98a89fdd,2026-09-25T10:53:33,C,10,D1,L5,c6,warm,1,76.9,ok,1,a7855601849196043e15a2e5b2475b27,yes,,0.013,0.0,332,0.058,913,22167,154,per-node,"{""postgres"":""18.6"",""pg_lake"":""3.5"",""pg_clickhouse"":""0.10"",""pg_lake_duckdb"":""v1.5.5"",""clickhouse"":""26.9.1.1629""}",
